司馬遷	中国	韩（非）子引绳墨，切事情，明是非，其极惨礉少恩，皆原於《道德（经）》之意，而老子深远矣。	出自《史记·老子韩非列传》
夏目漱石	日本	执着于理则锋芒毕露。沉湎于情则随波逐流。强执己见又自缚于一隅。总之，人世难居。	出处：《草枕》
夏目漱石	日本	有些人把一角解釋做一元的十分之一，有些人則解釋做一分的十倍。 -- 2月20日名言	
三島由紀夫	日本	放棄物質文明的墮落，找回古人純樸堅忍的美德與精神，成為真的武士。	
三島由紀夫	日本	母親坦率的心，率直的接納了少女的謙讓。少女微笑了。兒子的選擇是明智的，母親想著──島上的政治總是用這種方式運行著--《潮騷》	
大江健三郎	日本	我最高興的事情就是別人說我像魯迅。	
大江健三郎	日本	我认为人与人之间的爱是非常重要的。令我不可思议的是，性的问题经常让人琢磨不透的。我非常期待着，也许我到了70岁会对性的问题没有兴趣了。	
大江健三郎	日本	作为边缘性国家，日本一定要成为一个和平的国家，具有独特价值的国家。今后，日本的处境将会越来越困难，但决不能借口日本处境艰难就要走帝国主义道路。	
大江健三郎	日本	日本侵略了中國，所以，未來的中日應該和平、友好下去。否則，日本的未來是不幸的。所以，我希望中日兩國年輕人更好地交流合作。而我已經老了，所以我出不了太大的力氣了。	
維克多·雨果	法国	最高的法律是良心。	
維克多·雨果	法国	人們夜裏走路，眼睛總要盯著燈光。	
維克多·雨果	法国	書籍，引領我散步在別人的靈魂中。	
